ID,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
5095141,0,0,1,1,1,0,0,2,3,15,157500,38.87006578,9.171988473,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,0
5095153,0,0,1,0,0,0,0,1,2,15,315000,37.46278158,6.004230066,Commercial associate,Higher education,Single / not married,House / apartment,Other,0
5095162,1,1,1,0,0,0,0,0,2,40,252000,37.77216507,7.343066593,Commercial associate,Higher education,Married,House / apartment,Drivers,0
5095179,1,1,1,0,0,0,0,0,2,6,76500,41.77772302,9.590888245,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5095186,1,1,1,0,1,0,0,1,3,25,495000,45.16725189,3.258109338,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
5095194,0,0,1,0,1,0,0,0,1,44,112500,43.30547513,6.590142166,Working,Secondary / secondary special,Separated,House / apartment,Medicine staff,0
5095205,1,1,1,1,0,0,0,1,3,15,292500,50.84019521,14.75458086,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5095210,0,0,1,0,0,0,0,0,1,59,135000,54.01890525,13.50883317,Working,Secondary / secondary special,Widow,House / apartment,Sales staff,0
5095217,0,0,0,0,1,0,0,4,6,16,67500,36.40594947,16.09067948,Working,Secondary / secondary special,Married,House / apartment,Other,0
5095220,1,1,1,0,0,0,0,2,4,3,180000,43.89412514,3.342984456,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5095228,0,0,1,0,0,0,0,0,2,10,90000,26.5713875,7.343066593,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5095230,1,0,1,1,1,0,0,0,2,19,180000,27.01766634,3.342984456,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5095237,0,1,1,0,0,1,0,0,2,14,135000,42.34994558,13.23504247,Working,Higher education,Married,House / apartment,Other,0
5095241,0,0,0,0,0,0,0,2,3,23,112500,39.17123555,0.514726517,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0
5095248,1,1,1,0,1,0,0,1,3,43,450000,28.62207985,4.095908882,Working,Higher education,Married,House / apartment,Managers,0
5095258,1,0,1,0,0,0,0,0,2,42,189000,57.23047017,0.843275358,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5095264,0,1,1,0,0,0,0,0,2,44,126000,28.20591799,2.009623743,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0
5095285,0,0,1,0,0,0,0,1,3,31,229500,30.62896569,4.843357495,State servant,Higher education,Married,House / apartment,Other,0
5095291,0,0,1,0,0,0,0,1,3,14,675000,45.20558259,1.842611416,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Core staff,1
5095294,0,1,1,0,0,0,0,0,2,37,225000,33.73649014,10.17680034,Working,Higher education,Married,House / apartment,Core staff,0
5095321,0,0,1,0,1,0,1,0,1,50,315000,62.57212674,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5095333,1,0,1,0,0,0,0,0,2,46,135000,55.3659555,0.596863728,Working,Higher education,Married,House / apartment,Laborers,0
5095343,0,0,1,0,1,0,1,0,2,15,126000,55.87246829,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5095347,1,1,1,0,0,0,1,0,2,2,225000,65.43323956,0,Pensioner,Higher education,Married,House / apartment,Other,0
5095353,0,1,1,0,0,0,0,0,2,55,180000,33.86517177,3.597609807,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,0
5095355,0,0,0,0,0,0,0,0,1,17,157500,24.6959212,2.84468538,Working,Secondary / secondary special,Single / not married,With parents,Sales staff,0
5095358,1,0,1,0,1,1,0,1,3,31,270000,28.62207985,1.095162803,Commercial associate,Higher education,Married,House / apartment,Managers,0
5095361,0,0,1,0,0,0,0,1,3,3,202500,37.72014484,8.92831475,Working,Higher education,Married,Rented apartment,Other,0
5095365,0,0,0,0,1,0,0,2,4,49,180000,32.71798873,11.01186198,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5095370,1,1,1,0,0,0,0,1,2,33,315000,44.26100467,6.929642635,Working,Higher education,Separated,House / apartment,Managers,0
5095386,1,1,1,0,1,1,0,1,3,28,270000,24.36737236,1.842611416,Working,Secondary / secondary special,Married,Municipal apartment,Core staff,1
5095390,0,0,0,0,1,0,0,0,2,40,112500,31.46676523,3.515472597,Working,Secondary / secondary special,Married,House / apartment,Other,0
5095399,0,1,1,0,0,0,0,0,2,34,450000,54.22151037,3.178710035,State servant,Higher education,Married,House / apartment,Core staff,0
5095412,0,0,0,0,0,0,0,0,1,2,90000,31.08072034,0.843275358,Working,Secondary / secondary special,Single / not married,With parents,Sales staff,0
5095417,1,1,1,1,0,1,0,0,2,52,405000,32.09648384,5.010369823,Working,Higher education,Married,House / apartment,Other,0
5095428,0,0,1,1,1,0,0,0,2,51,157500,52.62531058,8.011115902,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5095429,0,0,1,0,0,0,0,0,2,26,292500,51.37408708,25.34754307,Working,Higher education,Married,House / apartment,High skill tech staff,0
5095442,0,0,1,1,1,0,0,1,3,20,99000,33.92266782,5.262257267,Working,Incomplete higher,Married,House / apartment,Sales staff,1
5095451,0,0,0,0,1,0,0,0,2,34,270000,38.39366996,2.929560497,Commercial associate,Secondary / secondary special,Married,House / apartment,Secretaries,0
5095453,0,1,1,0,0,0,0,2,4,21,202500,27.01766634,1.596199785,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5095461,0,0,1,0,0,0,0,0,1,5,270000,29.31477032,2.09449886,Commercial associate,Higher education,Single / not married,House / apartment,HR staff,0
5095468,1,1,1,0,1,0,0,2,4,16,225000,36.05823528,1.927486533,Commercial associate,Higher education,Married,House / apartment,Core staff,0
5095470,0,1,1,0,0,0,0,1,3,60,360000,46.79356866,0.34771419,Commercial associate,Incomplete higher,Married,House / apartment,Laborers,0
5095474,0,0,1,1,1,0,0,0,2,16,90000,34.57428968,5.09524494,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5095482,0,0,1,0,1,0,0,1,2,53,157500,42.58540559,0.262839073,Commercial associate,Secondary / secondary special,Separated,House / apartment,Laborers,0
5095495,0,0,1,0,0,0,0,0,2,41,337500,35.03699597,6.346468442,State servant,Higher education,Married,House / apartment,Core staff,0
5095507,0,0,1,0,1,0,0,0,2,38,157500,33.09034409,11.43076175,Working,Higher education,Married,House / apartment,Managers,0
5095511,0,1,1,0,0,0,0,1,3,32,157500,32.44146013,7.597691944,Working,Higher education,Married,House / apartment,Sales staff,0
5095512,1,1,1,0,1,0,0,0,2,22,297000,56.15173481,3.178710035,Working,Secondary / secondary special,Married,House / apartment,Other,0
5095518,1,1,0,0,0,0,0,0,1,29,270000,36.49903831,9.516964756,State servant,Higher education,Single / not married,With parents,Accountants,0
5095543,1,1,0,0,1,0,0,0,2,33,360000,39.34098578,12.68472316,Commercial associate,Higher education,Married,House / apartment,Managers,0
5095552,0,0,0,0,1,0,1,0,2,37,76500,63.61526931,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5095557,1,0,0,1,0,0,0,2,4,42,225000,31.7651971,10.84758756,Working,Incomplete higher,Married,House / apartment,Laborers,0
5095559,0,0,0,1,0,0,0,0,2,58,90000,44.74561422,1.598937692,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5095560,0,0,0,1,0,0,0,1,2,49,540000,44.92631608,5.599019829,Working,Secondary / secondary special,Separated,House / apartment,Managers,0
5095563,0,0,0,1,1,0,0,0,2,7,49500,31.82543105,2.59827375,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5095569,0,0,0,1,0,0,0,1,3,26,112500,31.85828593,4.599683772,Commercial associate,Secondary / secondary special,Civil marriage,With parents,Sales staff,0
5095570,0,0,0,1,0,0,0,0,2,32,180000,50.25428311,5.349870292,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5095584,1,0,0,0,0,0,0,0,1,26,360000,26.92457751,1.683812809,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,1
5095585,0,0,0,1,0,1,0,0,2,33,270000,24.04977515,0.761138148,Working,Incomplete higher,Civil marriage,House / apartment,Medicine staff,1
5095590,1,1,0,0,0,0,0,0,2,34,135000,29.99650917,5.683894947,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5095592,0,0,0,0,1,0,0,0,1,17,67500,23.71027468,2.516136539,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5095602,1,0,0,0,0,0,0,1,3,44,202500,28.78087846,1.431925365,Working,Secondary / secondary special,Married,House / apartment,Other,0
5095615,1,0,0,0,0,0,0,1,3,42,135000,30.70288918,3.433335387,Working,Secondary / secondary special,Married,House / apartment,Other,0
5095622,0,0,0,0,0,0,0,1,3,23,81000,38.04047996,2.683148867,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5095626,0,0,0,0,0,0,0,0,2,43,135000,28.4468538,1.013025593,Working,Incomplete higher,Married,House / apartment,Other,0
5095627,0,0,0,0,0,0,0,1,2,32,171261,26.48377448,1.349788154,State servant,Secondary / secondary special,Single / not married,Rented apartment,Medicine staff,1
5095631,1,1,0,0,0,0,0,1,3,45,180000,30.60432452,0.599601635,Working,Higher education,Married,House / apartment,Drivers,0
5095636,0,0,0,1,0,1,0,0,1,17,128542.5,25.60216842,1.013025593,Commercial associate,Higher education,Single / not married,Rented apartment,Sales staff,0
5095640,0,0,0,0,0,0,0,1,3,30,180000,29.91984777,4.265659117,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,Sales staff,0
5095652,1,0,0,0,0,0,0,0,1,27,157500,25.2818333,3.266323059,Working,Higher education,Single / not married,House / apartment,Core staff,0
5095662,1,0,0,0,1,0,0,0,2,8,90000,60.62273695,10.26441337,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5095665,1,1,0,0,0,0,0,1,3,26,180000,29.84318638,3.931634462,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5095672,0,0,0,0,0,0,1,0,2,51,67500,62.10120673,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5095684,1,0,0,0,1,0,0,2,4,29,216000,40.35674928,2.847423287,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5095697,0,0,0,0,0,0,1,0,2,19,126000,57.088099,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5095717,0,0,0,0,0,0,1,0,2,14,130500,56.38171899,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
5095721,1,1,0,0,0,0,0,1,3,15,135000,25.79929773,3.846759345,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5095732,1,1,0,0,1,0,0,2,4,3,178200,30.91370802,4.350534234,Working,Higher education,Married,House / apartment,Core staff,0
5095735,1,0,0,1,0,0,0,0,2,27,405000,50.0133473,5.599019829,Commercial associate,Higher education,Married,House / apartment,Managers,0
5095736,0,0,0,1,0,0,0,0,1,3,135000,35.55993621,1.18003792,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5095751,0,0,0,1,1,0,0,0,2,59,202500,35.23412527,0.930888382,Working,Secondary / secondary special,Married,With parents,Managers,1
5095757,0,0,0,1,0,0,0,0,2,25,157500,39.89951881,0.684476752,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5095759,0,1,0,0,1,0,1,0,2,13,90000,60.84450742,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5095766,0,1,0,0,0,0,0,0,1,27,225000,39.52442555,1.09790071,Working,Secondary / secondary special,Widow,House / apartment,Sales staff,0
5095771,0,0,0,0,1,0,0,0,1,29,139500,24.48510236,0.432589307,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,1
5095777,0,0,0,1,0,0,0,0,2,50,175500,51.65882941,30.09781173,Working,Secondary / secondary special,Married,House / apartment,Other,1
5095789,1,1,0,0,0,0,0,0,2,34,135000,45.51496608,11.09947501,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5095801,1,1,0,1,1,0,0,1,3,13,252000,34.17729317,4.517546562,State servant,Higher education,Married,House / apartment,High skill tech staff,0
5095809,0,0,0,1,0,0,0,2,4,58,112500,29.35036311,0.350452097,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5095814,0,0,0,1,0,0,0,3,5,50,112500,42.29244954,6.762630307,Working,Incomplete higher,Married,Municipal apartment,Sales staff,0
5095826,0,0,0,1,0,0,0,0,2,24,45000,50.39391637,8.517628699,Working,Higher education,Married,House / apartment,Accountants,0
5095833,1,0,0,1,0,0,0,0,2,17,225000,42.80443815,0.432589307,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5095839,1,0,0,1,1,0,0,0,2,39,225000,40.74553208,3.099310732,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1
5095841,1,0,0,0,1,0,0,0,1,26,225000,33.63518758,0.26557698,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5095845,0,0,0,1,0,0,0,0,2,1,216000,38.12261717,7.099392869,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5095850,0,0,0,0,0,0,0,0,1,19,225000,56.55694504,15.4335818,Working,Secondary / secondary special,Widow,House / apartment,Accountants,0
5095866,0,0,0,1,1,0,0,0,2,27,202500,41.91461837,14.17962039,Working,Higher education,Civil marriage,House / apartment,Core staff,0
5095878,0,0,0,1,0,0,0,1,2,27,157500,50.84567103,12.59984805,Working,Secondary / secondary special,Widow,House / apartment,Other,0
5095887,1,1,0,1,1,0,0,0,2,15,103500,33.18343292,12.59984805,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5095895,0,0,0,1,1,0,0,1,3,25,112500,43.85579444,6.932380542,Commercial associate,Higher education,Married,House / apartment,Managers,0
5095902,0,0,0,0,0,0,0,0,1,26,135000,42.24316721,4.350534234,State servant,Secondary / secondary special,Single / not married,House / apartment,Core staff,0
5095907,0,0,0,1,0,0,0,0,2,38,90000,28.9150359,6.179456115,Working,Higher education,Civil marriage,House / apartment,Core staff,1
5095915,0,0,0,0,1,0,1,0,2,23,76500,56.37898109,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5095937,1,0,0,0,1,0,0,0,2,3,157500,47.4753075,9.845513597,Working,Secondary / secondary special,Married,House / apartment,Managers,1
5095941,0,1,0,1,1,0,0,0,2,55,202500,44.1131577,17.3501167,Working,Higher education,Married,House / apartment,Managers,0
5095948,0,0,0,1,1,0,0,2,4,39,193500,41.09872208,20.84642395,Working,Higher education,Married,With parents,Other,0
5095956,0,0,0,1,0,0,0,0,2,13,135000,44.88798538,20.18111255,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5095971,0,1,0,1,0,0,0,0,2,40,225000,44.66621491,2.847423287,Commercial associate,Secondary / secondary special,Civil marriage,With parents,High skill tech staff,0
5095983,0,0,0,1,0,0,0,0,2,27,180000,34.76046736,8.684641026,Working,Higher education,Married,House / apartment,Sales staff,0
5095987,1,0,0,1,0,0,0,0,2,18,121500,38.36081507,10.17953825,Working,Incomplete higher,Married,House / apartment,Laborers,0
5095988,1,0,0,1,0,0,0,0,2,7,157500,42.17198163,6.431343559,Commercial associate,Higher education,Married,House / apartment,Managers,0
5095991,1,1,0,1,1,0,0,0,2,19,234000,53.05516198,2.349124212,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5096000,1,0,0,1,0,0,0,1,3,46,270000,27.22300937,1.516800482,Working,Secondary / secondary special,Married,House / apartment,Managers,1
5096017,0,1,0,1,1,0,0,1,2,19,225000,41.63808976,10.93246268,Working,Secondary / secondary special,Separated,House / apartment,Managers,0
5096029,0,1,0,0,0,0,0,1,2,37,135000,41.24109325,3.266323059,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5096031,0,0,0,1,0,0,0,0,2,27,112500,33.92540572,9.845513597,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,Medicine staff,0
5096034,0,0,0,1,0,0,0,0,2,37,202500,48.79497868,29.265488,Working,Higher education,Married,Municipal apartment,Security staff,0
5096039,0,0,0,1,0,0,0,0,2,14,135000,40.86052417,6.179456115,Commercial associate,Higher education,Married,House / apartment,HR staff,0
5096042,0,0,0,1,0,0,0,0,2,11,112500,31.8445964,1.598937692,Working,Secondary / secondary special,Married,With parents,Other,0
5096047,0,0,0,0,0,1,1,0,2,24,225000,54.97991061,0,Pensioner,Higher education,Married,House / apartment,Other,0
5096052,1,0,0,1,1,0,0,0,1,11,67500,31.99518128,6.097318905,Working,Higher education,Single / not married,With parents,Laborers,1
5096057,0,0,0,0,0,0,0,2,4,24,73350,39.20956625,19.35152673,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5096071,1,0,0,0,0,0,0,1,3,59,207000,40.77017324,7.181530079,State servant,Higher education,Married,Office apartment,Core staff,0
5096080,1,0,0,1,0,0,0,0,2,37,234000,44.21172235,12.43283572,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5096085,0,0,0,0,0,0,0,0,2,46,67500,49.73408078,31.35177314,Working,Secondary / secondary special,Married,Municipal apartment,Cooking staff,0
